cik,fyear,Z_score_c,tier1_c,past_due_90,past_due_nonaccrual,non_perf_loan,rssdid,cik_original,gvkey,tic,cusip,conm,roa,roe,leverage,tobinq,mark_to_bk,eps,at,bkvlps,ceq,csho,dlc,dltt,ni,seq,mkvalt,prcc_f
730708,2002,398.37811,0.15106019,0,2692.3547,2692.3547,1085013,730708,17184,SBCF,811707801,SEACOAST BANKING CORP/FL,0.011930099,20.733494,1.4190695,1.1256076,36.078918,1.1005039,1281.297,7.2532001,100.747,13.89,102.967,40,15.286,100.747,261.68759,18.84
730708,2003,545.69922,0.14664701,9.422636,1285.012,1294.4346,1085013,730708,17184,SBCF,811707801,SEACOAST BANKING CORP/FL,0.010352904,15.832906,1.0967872,1.1199527,39.322781,0.91255939,1353.823,6.7767,104.084,15.359,74.157997,40,14.016,104.084,266.4787,17.35
730708,2004,399.2999,0.13997504,36.456509,1649.6571,1686.1135,1085013,730708,17184,SBCF,811707801,SEACOAST BANKING CORP/FL,0.0092346193,21.714487,1.1720604,1.1435695,48.06953,0.975932,1615.876,7.0773001,108.212,15.29,86.918999,39.911999,14.922,108.212,340.20251,22.25
730708,2005,319.43555,0.12184151,509.88284,408.78537,918.66821,1085013,730708,17184,SBCF,811707801,SEACOAST BANKING CORP/FL,0.0097360723,28.190475,1.2016042,1.1102794,42.919983,1.2283432,2132.1741,9.0367002,152.72,16.9,96.786003,86.723,20.759001,152.72,387.85501,22.950001
730708,2006,518.17163,0.13396092,68.973076,13433.584,13502.557,1085013,730708,17184,SBCF,811707801,SEACOAST BANKING CORP/FL,0.009983113,31.178413,1.290978,1.1080298,42.030369,1.257194,2389.4351,11.1956,212.425,18.974001,206.476,67.760002,23.854,212.425,470.55521,24.799999
730708,2007,111.00498,0.14450546,25.8986,70272.227,70298.125,1085013,730708,17184,SBCF,811707801,SEACOAST BANKING CORP/FL,0.0040353341,5.2529669,0.96435785,0.99259043,17.511637,0.51098901,2419.874,11.2183,214.381,19.110001,88.099998,118.64,9.7650003,214.381,196.45081,10.28
730708,2008,14.49415,0.12933396,1874.1571,88680.875,90555.031,1085013,730708,17184,SBCF,811707801,SEACOAST BANKING CORP/FL,-0.019701129,-15.69686,1.2796607,0.98026353,14.613986,-2.3783121,2314.436,8.6584997,172.214,19.172001,157.496,118.912,-45.597,216.00101,126.5352,6.5999999
730708,2009,3.6904051,0.074982271,156.73712,98338.477,98495.219,1085013,730708,17184,SBCF,811707801,SEACOAST BANKING CORP/FL,-0.068184346,-4.0616674,1.3774509,0.99489486,55.413029,-2.4918206,2151.3149,1.7316,106.936,58.867001,105.673,103.61,-146.686,151.935,95.953201,1.63
730708,2010,22.829496,0.037332397,0,67773.188,67773.188,1085013,730708,17184,SBCF,811707801,SEACOAST BANKING CORP/FL,-0.016466631,-0.51853049,1.2136152,1.0081539,109.72066,-0.35515788,2016.381,1.244,120.051,93.487999,98.212997,103.61,-33.202999,166.299,136.49249,1.46
730708,2011,111.03083,0.029054377,0,27396.275,27396.275,1085013,730708,17184,SBCF,811707801,SEACOAST BANKING CORP/FL,0.0031192468,0.10702462,1.4103142,1.0099862,113.49594,0.07041093,2137.375,1.2681,122.58,94.686996,136.252,103.61,6.6669998,170.077,143.92419,1.52
730708,2012,80.339317,0.025452349,0.94245636,38598.301,38599.242,1085013,730708,17184,SBCF,811707801,SEACOAST BANKING CORP/FL,-0.0003265976,-0.012053313,1.4522429,1.0165081,125.31812,-0.0074865296,2173.929,1.2184,116.8,94.836998,136.80299,103.61,-0.70999998,165.54601,152.68761,1.61
730708,2013,7.2104335,0.038104955,148.9942,25768.547,25917.541,1085013,730708,17184,SBCF,811707801,SEACOAST BANKING CORP/FL,0.022913342,26.833599,1.2835592,1.0395635,34.32053,2.1994753,2268.9399,8.4022999,198.604,23.636999,151.31,103.61,51.988998,198.604,288.3714,12.2
730708,2014,129.25972,0.07165765,196.04037,19456.777,19652.818,1085013,730708,17184,SBCF,811707801,SEACOAST BANKING CORP/FL,0.0018413783,2.3635211,1.1137754,1.0462228,48.291359,0.17189245,3093.335,9.4350996,312.651,33.137001,233.64,114.583,5.6960001,312.651,455.63379,13.75
730708,2015,440.57019,0.084699422,0,15935.651,15935.651,1085013,730708,17184,SBCF,811707801,SEACOAST BANKING CORP/FL,0.0062637562,9.6553869,0.82603908,1.0455828,50.01001,0.64455181,3534.78,10.2895,353.453,34.351002,172.005,119.961,22.141001,353.453,514.578,14.98
730708,2016,157.83206,0.091034666,0,16271.956,16271.956,1085013,730708,17184,SBCF,811707801,SEACOAST BANKING CORP/FL,0.0062385011,16.94272,1.5834813,1.0861727,73.246933,0.76802903,4680.9321,11.4512,435.397,38.021999,619.20203,70.240997,29.202,435.397,838.76532,22.059999
731653,2000,638.31702,0.095864587,,,,,731653,27886,UBCP,909911109,UNITED BANCORP INC/OH,0.0079873782,10.543691,0.9103874,1.0298207,4.0999165,0.84349525,323.88599,9.3507996,28.679001,3.0669999,20.056,6.053,2.5869999,28.679001,38.337502,12.5
731653,2001,542.91821,0.10765427,,,,,731653,27886,UBCP,909911109,UNITED BANCORP INC/OH,0.0080746049,12.111413,0.8606025,1.0395284,4.5633607,0.87132472,341.31699,9.6344995,30.474001,3.1630001,18.027,8.1990004,2.756,30.474001,43.965698,13.9
731653,2002,279.36087,0.1056859,102.11966,822.96429,925.08392,1071502,731653,27886,UBCP,909911109,UNITED BANCORP INC/OH,0.0089021344,13.829741,0.82139635,1.0363677,4.5767736,0.99137932,361.711,9.8999004,32.154999,3.2479999,9.0649996,17.347,3.22,32.154999,45.309601,13.95
731653,2003,244.06679,0.099341363,771.47833,118.96078,890.43909,1071502,731653,27886,UBCP,909911109,UNITED BANCORP INC/OH,0.0094391257,18.579943,1.4250169,1.0820975,6.9958458,1.0265162,385.52301,9.1717997,32.514,3.5450001,32.196999,14.136,3.6389999,32.514,64.164497,18.1
731653,2004,228.86737,0.099604554,569.633,1260.0281,1829.6611,1071502,731653,27886,UBCP,909911109,UNITED BANCORP INC/OH,0.0081328833,12.490755,1.9154277,1.061788,6.7379093,0.83886874,397.522,8.5169001,32.824001,3.8540001,50.431999,12.44,3.233,32.824001,57.386101,14.89
731653,2005,616.48486,0.097493596,458.23523,1257.1249,1715.3601,1071502,731653,27886,UBCP,909911109,UNITED BANCORP INC/OH,0.0079940185,9.3809967,2.1866071,1.0469488,6.8045173,0.77209848,411.93301,7.6155,32.48,4.2649999,54.687,16.334,3.293,32.48,51.819801,12.15
731653,2006,157.59682,0.087224945,,,,1071502,731653,27886,UBCP,909911109,UNITED BANCORP INC/OH,0.0049045067,4.3610587,1.6682935,1.0342962,6.8193297,0.4378573,421.65302,6.8982,32.580002,4.723,46.016998,8.3360004,2.0680001,32.580002,47.0411,9.96
731653,2007,186.38713,0.085637853,,,,1071502,731653,27886,UBCP,909911109,UNITED BANCORP INC/OH,0.0057270089,5.78616,2.4355948,1.0336318,6.7794189,0.55211449,451.37,7.2377,33.887001,4.6820002,54.202999,28.332001,2.585,33.887001,49.067402,10.48
731653,2008,405.03781,0.091465466,,,,1071502,731653,27886,UBCP,909911109,UNITED BANCORP INC/OH,0.0085082976,7.9270349,1.6385677,1.0305928,6.6324463,0.79270351,441.80399,7.1497002,33.903999,4.7420001,8.4849997,47.069,3.7590001,33.903999,47.419998,10
731653,2009,528.25183,0.10135989,,,,1071502,731653,27886,UBCP,909911109,UNITED BANCORP INC/OH,0.0065138913,4.9589052,1.8007157,1.0166231,6.0491033,0.58134884,445.97,7.0464001,35.210999,4.9970002,16.004999,47.400002,2.905,35.210999,42.624401,8.5299997
731653,2010,338.58487,0.11442217,,,,1071502,731653,27886,UBCP,909911109,UNITED BANCORP INC/OH,0.0060150907,4.3601356,1.6664231,1.02063,6.3371754,0.50058961,423.435,6.9931002,35.581001,5.0879998,22.385,36.908001,2.5469999,35.581001,44.316502,8.71
731653,2011,808.4751,0.12585512,,,,1071502,731653,27886,UBCP,909911109,UNITED BANCORP INC/OH,0.0074380483,5.0889001,1.2967497,1.0175191,6.1718688,0.60159594,415.56601,7.0419998,36.181999,5.138,10.414,36.505001,3.0910001,36.181999,43.462299,8.4589996
731653,2012,198.26201,0.12295186,,,,1071502,731653,27886,UBCP,909911109,UNITED BANCORP INC/OH,0.0054704645,2.8957331,1.2865177,0.99047762,4.5931892,0.46257716,438.354,7.0651999,36.625999,5.184,16.093,31.027,2.398,36.625999,32.451801,6.2600002
731653,2013,124.18117,0.1356903,,,,1071502,731653,27886,UBCP,909911109,UNITED BANCORP INC/OH,0.0067139282,4.0358591,0.94510049,1.0073538,5.579504,0.50259763,389.04199,7.4794998,38.870998,5.197,6.0110002,30.726,2.612,38.870998,41.731899,8.0299997
731653,2014,330.55646,0.14906971,,,,1071502,731653,27886,UBCP,909911109,UNITED BANCORP INC/OH,0.006597613,4.0859118,0.88984895,1.0046415,5.4777737,0.50630254,401.81201,7.7139001,40.389999,5.2360001,5.283,30.658001,2.651,40.389999,42.255001,8.0700998
731653,2015,476.32104,0.1523335,,,,1071502,731653,27886,UBCP,909911109,UNITED BANCORP INC/OH,0.0079580573,5.9687567,0.87586755,1.0201918,6.2011533,0.62239385,405.12399,8.0108004,41.495998,5.1799998,11.866,24.479,3.224,41.495998,49.676201,9.5900002
731653,2016,1508.8246,0.15189192,,,,1071502,731653,27886,UBCP,909911109,UNITED BANCORP INC/OH,0.0081731798,9.0760565,1.2516592,1.0667701,8.9772968,0.67230046,438.01801,8.0077,42.640999,5.3249998,49.027,4.3449998,3.5799999,42.640999,71.887497,13.5
736473,2000,1601.1523,0.095789537,,,,1076413,736473,18044,FMBN.,302367107,F & M BANCORP/MD,0.010763996,36.183159,1.6063492,1.0385176,15.834645,1.754335,1795.244,14.3473,158.036,11.015,238.071,15.79,19.323999,158.036,227.1844,20.625
736473,2001,1392.1304,0.11048405,3463.0898,1571.228,5034.3179,1076413,736473,18044,FMBN.,302367107,F & M BANCORP/MD,0.011226011,49.487152,1.0810153,1.0579414,17.934443,1.9444853,1881.434,15.4138,167.425,10.862,117.545,63.444,21.121,167.425,276.4379,25.450001
736473,2002,1020.3701,0.11691788,1430.8766,2495.3237,3926.2004,1076413,736473,18044,FMBN.,302367107,F & M BANCORP/MD,0.011675019,72.950691,1.6123383,1.0759299,19.991615,2.2797091,2094.9861,17.173599,184.256,10.729,260.84601,36.237,24.459,184.256,343.328,32
736772,2000,612.42804,0.16411068,,,,,736772,17534,CCNE,126128107,CNB FINANCIAL CORP/PA,0.0097827557,22.409088,0.26055112,1.0076714,3.9721124,1.4815925,555.36499,13.9632,51.202999,3.6670001,1.45,11.891,5.4330001,51.202999,55.463402,15.125
736772,2001,272.07211,0.17402899,,,,,736772,17534,CCNE,126128107,CNB FINANCIAL CORP/PA,0.010981892,40.776924,0.42387146,1.0473993,5.5031562,1.7884616,592.79401,15.0808,54.894001,3.6400001,3.2679999,20,6.5100002,54.894001,82.991997,22.799999
736772,2002,351.68378,0.17054327,1328.757,2198.5762,3527.333,1118340,736772,17534,CCNE,126128107,CNB FINANCIAL CORP/PA,0.012963002,78.414589,0.83826351,1.0872347,7.0755997,2.3761997,668.51801,17.0093,62.033001,3.6470001,2,50,8.6660004,62.033001,120.351,33
736772,2003,438.79379,0.17676646,1267.3445,2206.0747,3473.4192,1118340,736772,17534,CCNE,126128107,CNB FINANCIAL CORP/PA,0.012906269,104.2732,0.77690488,1.1244819,8.4600706,2.4779754,701.75201,18.1798,66.446999,3.655,1.313,50.310001,9.0570002,66.446999,153.8024,42.080002
736772,2004,537.67798,0.17506523,201.65007,1917.3845,2119.0347,1118340,736772,17534,CCNE,126128107,CNB FINANCIAL CORP/PA,0.010853304,13.191765,0.7613157,1.097095,18.448166,0.86390078,725.21698,7.5414,68.709999,9.1110001,2,50.310001,7.8709998,68.709999,139.125,15.27
736772,2005,538.28693,0.17046365,507.68506,1715.3601,2223.0452,1118340,736772,17534,CCNE,126128107,CNB FINANCIAL CORP/PA,0.011960451,14.288251,1.008461,1.0750777,16.422081,1.012633,764.01801,7.7535,69.968002,9.0240002,5,65.559998,9.1379995,69.968002,127.3286,14.11
736772,2006,919.30963,0.17166209,137.94615,1606.8571,1744.8032,1118340,736772,17534,CCNE,126128107,CNB FINANCIAL CORP/PA,0.012322469,15.392594,0.97116727,1.068403,15.414327,1.0855144,780.84998,8.1541996,72.278999,8.8640003,6.8850002,63.310001,9.6219997,72.278999,125.6915,14.18
736772,2007,385.72809,0.16491625,364.65228,2050.1331,2414.7854,1118340,736772,17534,CCNE,126128107,CNB FINANCIAL CORP/PA,0.010666722,14.468752,1.7409754,1.0544473,14.310352,1.0678046,856.30798,8.0994997,69.282997,8.5539999,11,109.62,9.1339998,69.282997,115.9067,13.55
736772,2008,67.531609,0.13181755,543.48517,3105.9209,3649.406,1118340,736772,17534,CCNE,126128107,CNB FINANCIAL CORP/PA,0.0051499335,6.8117118,2.0621607,1.033132,13.230536,0.6090042,1016.518,7.2670002,62.466999,8.5959997,20.219,108.598,5.2350001,62.466999,96.146301,11.185
736772,2009,139.88484,0.11783387,446.09796,13485.421,13931.519,1118340,736772,17534,CCNE,126128107,CNB FINANCIAL CORP/PA,0.0073278802,15.535542,1.7577404,1.060847,17.682348,0.9715786,1161.5909,7.9225001,69.408997,8.7609997,17.493999,104.509,8.5120001,69.408997,140.08839,15.99
736772,2010,285.13605,0.129897,756.29974,12188.137,12944.437,1118340,736772,17534,CCNE,126128107,CNB FINANCIAL CORP/PA,0.0080055976,13.695347,1.1594418,1.0506433,20.226337,0.92473644,1413.511,8.9601002,109.645,12.237,32.737,94.389999,11.316,109.645,181.23,14.81
736772,2011,421.63541,0.13605945,318.85168,16305.614,16624.467,1118340,736772,17534,CCNE,126128107,CNB FINANCIAL CORP/PA,0.009426997,19.25522,0.7208789,1.0395927,18.331579,1.2202294,1602.207,10.6551,131.88901,12.378,0.162,94.914001,15.104,131.88901,195.3248,15.78
736772,2012,431.63446,0.13800275,139.48354,14122.709,14262.192,1118340,736772,17534,CCNE,126128107,CNB FINANCIAL CORP/PA,0.0096645439,22.498211,0.81468588,1.0332714,17.539106,1.3735172,1773.079,11.6515,145.364,12.476,23.677,94.749001,17.136,145.364,204.3569,16.379999
736772,2013,193.26234,0.12414112,162.03119,10776.937,10938.968,1118340,736772,17534,CCNE,126128107,CNB FINANCIAL CORP/PA,0.0078257807,21.964306,0.65835512,1.0512464,23.983763,1.1560161,2131.2891,11.4299,164.911,14.428,13.159,95.411003,16.679001,164.911,274.13199,19
736772,2014,298.37656,0.13085379,196.96075,8459.1885,8656.1494,1118340,736772,17534,CCNE,126128107,CNB FINANCIAL CORP/PA,0.01053986,29.635448,0.70175767,1.0355954,20.357067,1.6019162,2189.2129,13.09,188.548,14.404,55.98,76.334999,23.073999,188.548,266.474,18.5
736772,2015,1476.3025,0.14202714,96.246384,9983.958,10080.204,1118340,736772,17534,CCNE,126128107,CNB FINANCIAL CORP/PA,0.0097136451,27.777061,1.194252,1.0253216,18.536905,1.5406024,2285.136,14.014,201.91299,14.408,136.36099,104.774,22.197001,201.91299,259.77621,18.030001
736772,2016,265.39017,0.1421708,9.0039597,13983.149,13992.153,1118340,736772,17534,CCNE,126128107,CNB FINANCIAL CORP/PA,0.0079803532,37.962372,1.4525366,1.0680274,26.42927,1.4196848,2573.821,14.6381,211.784,14.468,174.064,133.56,20.540001,211.784,386.8743,26.74
737210,2000,1083.9047,0.13507557,,,,1071669,737210,20297,LNBB,502100100,LNB BANCORP INC,0.013550658,43.64571,1.1275718,1.0568566,6.8493309,2.0009494,622.10999,13.4168,56.525002,4.2129998,55.486,8.25,8.4300003,56.525002,91.896103,21.8125
737210,2001,1126.1912,0.14598143,183.04378,1616.6819,1799.7257,1071669,737210,20297,LNBB,502100100,LNB BANCORP INC,0.012888886,42.150589,1.2635585,1.0445724,6.376255,1.9835572,664.526,14.3905,62.138,4.3179998,58.919998,19.594999,8.5649996,62.138,91.7575,21.25
737210,2002,725.84686,0.14462006,54.063347,2238.2227,2292.2859,1071669,737210,20297,LNBB,502100100,LNB BANCORP INC,0.012811033,56.539368,1.1377809,1.0739086,7.8942909,2.0824811,715.39899,15.1359,66.612999,4.401,56.960999,18.83,9.165,66.612999,119.4872,27.15
737210,2003,97.335938,0.14305493,54.180157,6070.5332,6124.7134,1071669,737210,20297,LNBB,502100100,LNB BANCORP INC,0.010408502,23.664928,1.2704631,1.0893261,13.04907,1.16576,741.22101,10.2954,68.135002,6.618,47.257999,39.305,7.7150002,68.135002,134.3454,20.299999
737210,2004,141.77277,0.14223436,0,5606.3276,5606.3276,1071669,737210,20297,LNBB,502100100,LNB BANCORP INC,0.0095631164,22.64674,1.4299176,1.0806538,12.573341,1.1255835,781.64899,10.627,70.573997,6.6409998,59.808998,41.105999,7.4749999,70.573997,133.6169,20.120001
737210,2005,131.75685,0.13622761,4.3955417,7136.1621,7140.5576,1071669,737210,20297,LNBB,502100100,LNB BANCORP INC,0.0080050332,17.652714,1.2646844,1.0607224,11.15833,0.98343813,801.12097,10.4901,68.405998,6.5209999,56.417,30.094999,6.4130001,68.405998,117.052,17.950001
737210,2006,212.42714,0.13089572,831.98773,13779.527,14611.515,1071669,737210,20297,LNBB,502100100,LNB BANCORP INC,0.006372944,13.509498,0.83335519,1.0408052,9.7017241,0.84171325,851.09802,10.6606,68.696999,6.4439998,37.162998,20.086,5.4239998,68.696999,103.4262,16.049999
737210,2007,153.4632,0.12257498,0,10575.952,10575.952,1071669,737210,20297,LNBB,502100100,LNB BANCORP INC,0.005216511,11.067894,1.2937461,1.022935,9.4352388,0.75548244,1056.645,11.3285,82.653,7.296,52.886002,54.046001,5.5120001,82.653,106.8871,14.6501
737210,2008,60.619164,0.11768366,0,19977.414,19977.414,1071669,737210,20297,LNBB,502100100,LNB BANCORP INC,0.0029890814,2.4436677,0.90515512,0.96168411,3.4149387,0.46546054,1136.135,11.2166,81.835999,7.296,48.722,48.182999,3.3959999,107.059,38.304001,5.25
737210,2009,30.742577,0.12459197,0,39021.516,39021.516,1071669,737210,20297,LNBB,502100100,LNB BANCORP INC,-0.0017407432,-1.18206,0.62014002,0.95858818,2.9071796,-0.27425987,1149.509,10.8166,79.049004,7.296,11.457,53.125,-2.0009999,104.141,31.445801,4.3099999
737210,2010,77.534691,0.13076535,0,41518.074,41518.074,1071669,737210,20297,LNBB,502100100,LNB BANCORP INC,0.0046549481,3.3988593,0.54511988,0.96063697,3.6309345,0.68387508,1152.537,10.7382,84.357002,7.8449998,15.932,43.738998,5.3649998,109.464,38.9897,4.9699998
737210,2011,209.27556,0.1344327,0,33105.832,33105.832,1071669,737210,20297,LNBB,502100100,LNB BANCORP INC,0.0042818435,2.9832656,0.52052546,0.95626014,3.3165381,0.63473737,1168.422,11.1699,88.152,7.882,15.227,43.735001,5.0029998,113.274,37.045399,4.6999998
737210,2012,914.42188,0.13589534,173.41197,26197.459,26370.871,1071669,737210,20297,LNBB,502100100,LNB BANCORP INC,0.0051830928,4.5356622,0.57979554,0.96226668,4.0797324,0.76875627,1178.254,11.4884,91.329002,7.9439998,1.115,62.745998,6.1069999,110.144,46.869598,5.9000001
737210,2013,325.47946,0.12951685,0,20473.666,20473.666,1071669,737210,20297,LNBB,502100100,LNB BANCORP INC,0.0050078966,6.387723,0.60581756,0.99450862,9.0459242,0.63686168,1230.257,10.7264,103.786,9.6739998,4.5770001,62.945,6.1609998,111.456,97.030197,10.03
737210,2014,380.64984,0.13514884,0,15257.096,15257.096,1071669,737210,20297,LNBB,502100100,LNB BANCORP INC,0.0058360361,13.46327,0.70375156,1.0476465,14.602345,0.74671495,1236.627,11.9337,115.339,9.665,38.011002,43.159,7.217,115.339,174.25999,18.030001
737468,2000,142.4001,0.13040172,,,,1115349,737468,19873,WASH,940610108,WASHINGTON TR BANCORP INC,0.010844231,15.401516,4.2673626,1.0647846,22.630926,1.1001083,1218.067,7.4278002,89.185997,12.007,176.97701,203.612,13.209,89.185997,168.09801,14
737468,2001,46.521324,0.1329657,0,4701.3994,4701.3994,1115349,737468,19873,WASH,940610108,WASHINGTON TR BANCORP INC,0.009622464,20.735327,4.4271011,1.0956315,27.987711,1.0913329,1362.229,8.1539001,97.936996,12.011,165.47,268.10699,13.108,97.936996,228.209,19
737468,2002,608.61511,0.13322031,0,5017.0786,5017.0786,1115349,737468,19873,WASH,940610108,WASHINGTON TR BANCORP INC,0.0095992293,25.0931,3.8009572,1.0721728,25.807299,1.2848489,1745.661,9.8697004,128.72099,13.042,208.80299,280.45999,16.757,128.72099,254.7103,19.530001
737468,2003,979.62708,0.12725267,1.1778295,3229.6084,3230.7864,1115349,737468,19873,WASH,940610108,WASHINGTON TR BANCORP INC,0.0095870569,37.573521,4.4142914,1.1052048,33.042046,1.4341038,1973.807,10.4627,138.05499,13.195,291.297,318.11801,18.923,138.05499,345.70901,26.200001
737468,2004,1569.886,0.11830579,0,5389.8672,5389.8672,1115349,737468,19873,WASH,940610108,WASHINGTON TR BANCORP INC,0.0090254005,46.009346,4.4527898,1.1027213,33.983833,1.569749,2307.8201,11.4441,151.85201,13.269,222.13699,454.02802,20.829,151.85201,388.9144,29.309999
737468,2005,656.78668,0.11736876,0,2652.7095,2652.7095,1115349,737468,19873,WASH,940610108,WASHINGTON TR BANCORP INC,0.009585334,45.110638,3.6465294,1.0796715,29.500523,1.7230953,2402.0029,11.858,158.446,13.362,152.437,425.341,23.024,158.446,349.8172,26.18
737468,2006,682.66479,0.12346514,0,2934.5889,2934.5889,1115349,737468,19873,WASH,940610108,WASHINGTON TR BANCORP INC,0.010433213,51.981728,2.9581523,1.0839903,29.067865,1.8638123,2399.165,12.8858,173.056,13.43,161,350.92599,25.031,173.056,374.56271,27.889999
737468,2007,381.68933,0.13237312,0,4458.7026,4458.7026,1115349,737468,19873,WASH,940610108,WASHINGTON TR BANCORP INC,0.0093703,44.965855,3.6011324,1.0592173,24.12302,1.7822375,2539.9399,13.9668,186.513,13.354,186.22,485.43799,23.799999,186.513,336.92139,25.23
737468,2008,184.08878,0.1283921,0,8575.4414,8575.4414,1115349,737468,19873,WASH,940610108,WASHINGTON TR BANCORP INC,0.007476734,27.480202,3.7827239,1.0268441,21.330336,1.3914026,2965.4661,14.7544,235.11099,15.935,286.23199,603.12799,22.172001,235.11099,314.71631,19.75
737468,2009,234.40572,0.14151767,0,28669.832,28669.832,1115349,737468,19873,WASH,940610108,WASHINGTON TR BANCORP INC,0.0055802222,15.631471,2.5959222,0.99826795,15.728627,1.0033036,2884.4729,15.8914,254.946,16.042999,121.104,540.716,16.096001,254.946,249.94991,15.58
737468,2010,280.74548,0.153054,0,19171.504,19171.504,1115349,737468,19873,WASH,940610108,WASHINGTON TR BANCORP INC,0.0082662981,32.53994,2.0645084,1.0292073,21.28343,1.4872001,2909.5249,16.625299,268.86401,16.172001,54.039001,501.03299,24.051001,268.86401,353.84341,21.879999
737468,2011,937.54419,0.15950343,0,21247.816,21247.816,1115349,737468,19873,WASH,940610108,WASHINGTON TR BANCORP INC,0.0097007342,43.531467,2.1083949,1.0350434,22.50972,1.8244537,3064.0979,17.2693,281.35101,16.292,138.965,454.23401,29.724001,281.35101,388.72711,23.860001
737468,2012,1461.8209,0.16270943,0,22040.285,22040.285,1115349,737468,19873,WASH,940610108,WASHINGTON TR BANCORP INC,0.011417748,56.336811,1.3372986,1.0440465,23.876308,2.1412699,3071.884,18.049601,295.65201,16.379999,48.630001,346.745,35.074001,295.65201,430.95779,26.309999
737468,2013,314.74066,0.17136186,0,17552.449,17552.449,1115349,737468,19873,WASH,940610108,WASHINGTON TR BANCORP INC,0.011337255,80.992813,0.94325733,1.0905422,31.165642,2.1760564,3188.8669,19.841499,329.646,16.614,2.5190001,308.422,36.153,329.646,618.37311,37.220001
737468,2014,1039.6906,0.17375049,0,14675.417,14675.417,1115349,737468,19873,WASH,940610108,WASHINGTON TR BANCORP INC,0.011381499,97.952248,1.2388219,1.0910473,32.53915,2.4378359,3586.874,20.678301,346.27899,16.746,201.569,227.409,40.824001,346.27899,672.85431,40.18
737468,2015,579.55597,0.16925116,0,19292.357,19292.357,1115349,737468,19873,WASH,940610108,WASHINGTON TR BANCORP INC,0.011524275,100.92461,1.0699703,1.0788106,30.496897,2.5537603,3771.604,22.0557,375.388,17.02,141.29201,260.362,43.465,375.388,672.63037,39.52
737468,2016,1500.3123,0.16284817,0,19860.936,19860.936,1115349,737468,19873,WASH,940610108,WASHINGTON TR BANCORP INC,0.0106094,151.72443,2.2303021,1.130476,42.287159,2.7069478,4381.1152,22.759501,390.80399,17.171,420.07501,451.53601,46.480999,390.80399,962.43457,56.049999
740112,2000,203.144,0.97962916,,,,2014971,740112,3373,CE.2,206197105,CONCORD EFS INC,0.12066808,37.874542,0.10254073,6.529151,2152.593,0.86200953,1553.642,4.4391999,965.46997,217.48599,0,99,187.47501,965.46997,9555.791,43.9375
740112,2001,29.836767,0.98761946,0,1477.8635,1477.8635,2014971,740112,3373,CE.2,206197105,CONCORD EFS INC,0.079285719,13.962639,0.064273559,6.4206829,4552.5239,0.42594996,2729.4451,3.6582,1858.587,508.05499,0,119.458,216.40601,1858.587,16654.043,32.779999
740112,2002,94.9814,1.0614268,0,1578.6498,1578.6498,2014971,740112,3373,CE.2,206197105,CONCORD EFS INC,0.11898167,9.7339563,0.10334826,3.2704649,1943.868,0.61842161,2528.4399,3.9389999,1916.162,486.461,58.939999,139.092,300.83801,1916.162,7656.896,15.74
740663,2000,538.62701,0.21962877,,,,1048894,740663,18307,FLIC,320734106,FIRST LONG ISLAND CORP,0.014885174,124.0038,0,1.0647205,4.5469408,3.2208779,625.992,24.495701,70.865997,2.8929999,0,0,9.3179998,70.865997,111.3805,38.5
740663,2001,666.91809,0.21912017,291.15015,127.76209,418.91226,1048894,740663,18307,FLIC,320734106,FIRST LONG ISLAND CORP,0.014755563,139.68245,0,1.0485373,4.0337009,3.6140351,684.08099,26.7619,74.746002,2.793,0,0,10.094,74.746002,107.9495,38.650002
740663,2002,920.79114,0.21234393,2.4028153,0,2.4028153,1048894,740663,18307,FLIC,320734106,FIRST LONG ISLAND CORP,0.014593446,101.42982,0,1.0838457,7.3963428,2.7788992,792.34198,20.534,85.442001,4.1609998,0,0,11.563,85.442001,151.8765,36.5
740663,2003,270.78775,0.20034558,409.88467,114.24946,524.13409,1048894,740663,18307,FLIC,320734106,FIRST LONG ISLAND CORP,0.012430764,119.66087,0.4612335,1.0944158,8.0321627,2.7828109,914.26398,21.8636,89.291,4.0840001,41.183998,0,11.365,89.291,175.612,43
740663,2004,3677.9392,0.19643396,20.506786,0,20.506786,1048894,740663,18307,FLIC,320734106,FIRST LONG ISLAND CORP,0.013163314,153.60042,0.55024379,1.1197954,8.8025007,3.0446069,917.77802,22.741899,90.239998,3.9679999,49.653999,0,12.081,90.239998,200.18559,50.450001
740663,2005,719.8222,0.18511663,0,165.9317,165.9317,1048894,740663,18307,FLIC,320734106,FIRST LONG ISLAND CORP,0.013003148,134.83318,0.6636861,1.0760868,6.8940334,3.1913178,944.15601,23.5763,90.697998,3.8469999,60.195,0,12.277,90.697998,162.5358,42.25
740663,2006,4000.5066,0.19173697,53.885216,145.49008,199.37529,1048894,740663,18307,FLIC,320734106,FIRST LONG ISLAND CORP,0.011766297,130.08406,0.29450297,1.0746444,6.6217313,2.959146,954.16602,25.187401,95.560997,3.7939999,28.143,0,11.227,95.560997,166.78419,43.959999
740663,2007,977.1189,0.1953706,98.41468,266.23761,364.65228,1048894,740663,18307,FLIC,320734106,FIRST LONG ISLAND CORP,0.010740688,28.574068,0.8996523,1.0335706,10.066813,1.540381,1069.019,13.7354,102.384,7.454,12.11,80,11.482,102.384,138.2717,18.549999
