cik,fyear,Z_score_c,tier1_c,past_due_90,past_due_nonaccrual,non_perf_loan,rssdid,cik_original,gvkey,tic,cusip,conm,roa,roe,leverage,tobinq,mark_to_bk,eps,at,bkvlps,ceq,csho,dlc,dltt,ni,seq,mkvalt,prcc_f
1011024,2001,317.98544,0.16273475,0,567.55853,567.55853,2412559,1011024,63258,ANA.3,4280103,ACADIANA BANCSHARES INC/LA,0.0073469519,45.420269,2.6752574,1.0020818,1.2130022,1.9577702,315.505,22.6453,26.812,1.184,3.1240001,68.605003,2.3180001,26.812,27.4688,23.200001
1011309,2000,133.37128,0.09199091,,,,2713715,1011309,17255,UBMT,909919102,UNITED FINANCIAL CORP/MN,0.0055085062,19.931425,2.1635222,0.98898834,1.3989592,1.2408669,363.80099,18.542999,29.947001,1.615,36.041,28.75,2.0039999,29.947001,25.940901,16.0625
1011309,2001,763.32947,0.088283874,363.63058,2595.7817,2959.4124,2713715,1011309,17255,UBMT,909919102,UNITED FINANCIAL CORP/MN,0.0062054191,30.478363,2.2766025,0.99862677,1.4518138,1.6058147,382.73001,19.3354,28.597,1.479,29.104,36,2.375,28.597,28.0714,18.98
1011309,2002,1202.9779,0.087587774,664.37848,406.07581,1070.4542,2713715,1011309,17255,UBMT,909919102,UNITED FINANCIAL CORP/MN,0.0078178737,39.981548,1.7878659,1.0140113,1.9085627,1.8173431,377.98001,18.742901,30.476,1.626,22.787001,31.700001,2.9549999,30.476,35.771999,22
1011309,2003,68.19194,0.10786839,381.61676,586.55908,968.17584,2713715,1011309,17255,UBMT,909919102,UNITED FINANCIAL CORP/MN,0.015489426,51.034878,1.2936289,1.1044681,4.8328466,1.9368075,304.724,13.2872,32.381001,2.437,12.889,29,4.7199998,32.381001,64.214996,26.35
1011309,2004,758.27545,0.10444784,85.444946,372.53995,457.98489,2713715,1011309,17255,UBMT,909919102,UNITED FINANCIAL CORP/MN,0.011286513,38.585144,1.8083127,1.0802557,4.6537609,1.6077144,347.14001,12.5679,30.628,2.437,28.997999,26.386999,3.918,30.628,58.487999,24
1011309,2005,336.61157,0.096131168,32.966564,0,32.966564,2713715,1011309,17255,UBMT,909919102,UNITED FINANCIAL CORP/MN,0.010627729,27.972973,1.544343,1.0814928,6.1196499,1.3480951,389.547,10.4129,31.978001,3.0710001,27.247999,22.136999,4.1399999,31.978001,63.723301,20.75
1011659,2000,46.961132,0.14653026,,,,1378434,1011659,2620,0176A,62299A008,MUFG AMERICAS HOLDINGS CORP,0.012510496,66.475082,1.1125127,1.0176325,189.97502,2.7626009,35162.477,20.1688,3211.5649,159.23399,2773.438,799.46899,439.89999,3211.5649,3831.5681,24.0625
1011659,2001,335.67624,0.15889326,15798.274,604271.69,620070,1378434,1011659,2620,0176A,62299A008,MUFG AMERICAS HOLDINGS CORP,0.013358495,116.90821,0.76526135,1.0665985,262.39484,3.0765319,36039.09,22.662001,3546.2419,156.48399,1249.4709,1464.3311,481.42801,3546.2419,5946.3921,38
1011659,2002,439.60339,0.16827199,9820.3066,404500.75,414321.06,1378434,1011659,2620,0176A,62299A008,MUFG AMERICAS HOLDINGS CORP,0.013141797,137.56122,0.64511496,1.0537688,237.31218,3.5029595,40169.773,24.937901,3758.189,150.702,1373.361,1051.103,527.90302,3758.189,5918.0674,39.27
1011659,2003,678.7771,0.1608011,4586.4683,331206.84,335793.31,1378434,1011659,2620,0176A,62299A008,MUFG AMERICAS HOLDINGS CORP,0.013815533,231.7813,0.59344792,1.1093329,326.82236,4.0281768,42498.469,25.662001,3740.436,145.758,823.23798,1396.516,587.13898,3740.436,8386.915,57.540001
1011659,2004,124.16998,0.15827596,4393.0093,178450.06,182843.06,1378434,1011659,2620,0176A,62299A008,MUFG AMERICAS HOLDINGS CORP,0.015230023,318.37283,0.56301272,1.1096512,330.65408,4.9375439,48098.02,28.931299,4292.2441,148.36,1412.136,1004.452,732.534,4292.2441,9566.2529,64.480003
1011659,2005,69.521072,0.1605057,5457.0649,64715.563,70172.625,1378434,1011659,2620,0176A,62299A008,MUFG AMERICAS HOLDINGS CORP,0.017462622,411.21967,0.50057548,1.1082686,313.41516,5.9839883,49416.004,31.619101,4559.7002,144.207,1331.556,950.91803,862.93298,4559.7002,9909.9053,68.720001
1011659,2006,215.15259,0.17398129,10028.038,45034.027,55062.066,1378434,1011659,2620,0176A,62299A008,MUFG AMERICAS HOLDINGS CORP,0.014310188,331.55057,0.98683596,1.0750463,259.27133,5.4130707,52619.574,32.862499,4571.4009,139.10699,2945.0161,1566.207,752.99597,4571.4009,8520.3037,61.25
1011659,2007,263.42584,0.16835056,20861.84,57733.156,78595,1378434,1011659,2620,0176A,62299A008,MUFG AMERICAS HOLDINGS CORP,0.010911871,215.77728,1.4145129,1.0359529,196.12378,4.4117212,55727.746,34.374001,4737.981,137.836,2898.2581,3803.677,608.09399,4737.981,6741.5586,48.91
1011659,2008,53.427788,0.1563988,72138.734,423119.03,495257.75,1378434,1011659,2620,0176A,62299A008,MUFG AMERICAS HOLDINGS CORP,0.0038345647,144.92427,1.8486887,1.0361273,,1.9722954,70121.391,54.897999,7484.3052,136.33099,1337.085,12499.065,268.88501,7484.3052,,73.480003
1011659,2009,170.96881,0.16517521,5058.791,1323354.6,1328413.4,1378434,1011659,2620,0176A,62299A008,MUFG AMERICAS HOLDINGS CORP,-0.00075890677,,0.61131895,,,-0.4764947,85598.125,70.272598,9580.333,136.33099,1038.994,4817.645,-64.960999,9580.333,,
1011659,2010,209.26266,0.18159954,312152.28,962999.81,1275152.1,1378434,1011659,2620,0176A,62299A008,MUFG AMERICAS HOLDINGS CORP,0.0072442698,,0.68681484,,,4.2030058,79097,74.267799,10125,136.33099,915,6039,573,10125,,
1011659,2011,176.35541,0.19720724,160130.78,618914.19,779044.94,1378434,1011659,2620,0176A,62299A008,MUFG AMERICAS HOLDINGS CORP,0.0086756768,,0.89664418,,,5.7066994,89676,84.808296,11562,136.33099,3633,6734,778,11562,,
1011659,2012,297.77109,0.20327067,117318.85,478395.56,595714.44,1378434,1011659,2620,0176A,62299A008,MUFG AMERICAS HOLDINGS CORP,0.006485071,,0.55920261,,,4.613771,96992,91.622597,12491,136.33099,1363,5622,629,12491,,
1011659,2013,611.27356,0.19216846,120264.4,413194.44,533458.88,1378434,1011659,2620,0176A,62299A008,MUFG AMERICAS HOLDINGS CORP,0.0062987516,,0.6408723,,,4.8925042,105894,104.2683,14215,136.33099,2563,6547,667,14215,,
1011659,2014,306.9176,0.2047576,46296.824,345043.97,391340.78,1378434,1011659,2620,0176A,62299A008,MUFG AMERICAS HOLDINGS CORP,0.0072573409,,0.64571238,,,6.0514483,113678,109.9163,14985,136.33099,2704,6972,825,14985,,
1011659,2015,236.80888,0.2057285,17779.916,506215.66,523995.56,1378434,1011659,2620,0176A,62299A008,MUFG AMERICAS HOLDINGS CORP,0.0049308985,,0.86484915,,,4.2030058,116206,113.5398,15479,136.33099,1038,12349,573,15479,,
1011659,2016,127.38565,0.19335291,21359.193,699165.56,720524.81,1378434,1011659,2620,0176A,62299A008,MUFG AMERICAS HOLDINGS CORP,0.006682687,,2.2274706,,,6.8596611,148144,119.4066,17233,144.32201,27985,10401,990,17233,,
1011698,2000,219.26419,0.085539207,,,,,1011698,110488,SVBF,784869109,SVB FINANCIAL SERVICES INC,0.0062368084,4.186111,0.043245424,1.038963,4.788321,0.48534623,241.63,5.5928998,17.365999,3.105,0.32499999,0.426,1.507,17.365999,26.7806,8.625
1011698,2001,387.12308,0.07868515,,,,,1011698,110488,SVBF,784869109,SVB FINANCIAL SERVICES INC,0.0053121336,5.263021,0.51793355,1.0413493,5.6111131,0.52577633,328.30499,5.9173999,19.628,3.3169999,0,10.166,1.744,19.628,33.203201,10.01
1011698,2002,325.836,0.069956824,,,,,1011698,110488,SVBF,784869109,SVB FINANCIAL SERVICES INC,0.0060619679,10.89318,0.69570285,1.0888139,9.3167095,0.67241853,404.98401,6.3484001,23.177999,3.651,3,13.125,2.4549999,23.177999,59.146198,16.200001
1011698,2003,368.60809,0.068428613,0,1191.9635,1191.9635,2473484,1011698,110488,SVBF,784869109,SVB FINANCIAL SERVICES INC,0.0066902665,12.032285,0.96056676,1.0836407,9.246357,0.7496751,431.07401,6.6777,25.688999,3.8469999,0,24.676001,2.8840001,25.688999,61.7444,16.049999
1011698,2004,204.81467,0.068303213,0,1690.6707,1690.6707,2473484,1011698,110488,SVBF,784869109,SVB FINANCIAL SERVICES INC,0.0073319003,19.043344,1.3033409,1.1039999,10.427582,0.92045748,482.95801,7.6327,29.363001,3.8469999,18.184,20.086,3.5409999,29.363001,79.590599,20.688999
1013272,2000,527.65991,0.1719321,,,,,1013272,66155,NWFL,669549107,NORWOOD FINANCIAL CORP,0.011814,38.179474,1.1431304,0.99606407,1.6725041,2.2133029,326.73099,17.9874,31.370001,1.744,14.86,21,3.8599999,31.370001,30.084,17.25
1013272,2001,901.8526,0.19321042,,,,,1013272,66155,NWFL,669549107,NORWOOD FINANCIAL CORP,0.012143491,62.658035,0.90104228,1.0306408,2.2796836,2.3997715,346.02899,20.0548,35.116001,1.751,8.2460003,23.395,4.2020001,35.116001,45.718601,26.110001
1013272,2002,1447.5609,0.20175989,6.0070386,259.50406,265.51111,2365356,1013272,66155,NWFL,669549107,NORWOOD FINANCIAL CORP,0.01184593,73.180511,0.79790652,1.0344598,2.3312194,2.4565463,367.46799,22.6439,40.125,1.772,8.0159998,24,4.3530002,40.125,52.787899,29.790001
1013272,2003,1129.9343,0.20739742,21.200932,147.22868,168.42961,2365356,1013272,66155,NWFL,669549107,NORWOOD FINANCIAL CORP,0.012008268,45.316929,0.83722073,1.0706657,4.4015045,1.7329609,387.483,15.952,42.831001,2.6849999,12.226,23.632999,4.6529999,42.831001,70.212799,26.15
1013272,2004,491.26675,0.21054766,30.76018,45.570637,76.330818,2365356,1013272,66155,NWFL,669549107,NORWOOD FINANCIAL CORP,0.012171242,65.666855,1.0065011,1.1206288,5.6283059,1.8576195,411.62601,16.939199,45.685001,2.697,26.982,19,5.0100002,45.685001,95.338997,35.349998
1013272,2005,552.15411,0.20962816,13.186625,374.71994,387.90656,2365356,1013272,66155,NWFL,669549107,NORWOOD FINANCIAL CORP,0.01267887,66.025421,0.86397272,1.0887619,4.8328319,2.0472999,433.556,17.917299,48.108002,2.6849999,23.563999,18,5.4970002,48.108002,86.591301,32.25
1013272,2006,667.0697,0.20582205,,,,2365356,1013272,66155,NWFL,669549107,NORWOOD FINANCIAL CORP,0.013007421,66.558815,0.68419141,1.0789568,4.7181091,2.1129782,454.35599,18.673901,52.230999,2.7969999,22.736,13,5.9099998,52.230999,88.105499,31.5
1013272,2007,423.15491,0.21171351,,,,2365356,1013272,66155,NWFL,669549107,NORWOOD FINANCIAL CORP,0.013547366,73.881172,0.890127,1.0629274,4.2461629,2.3641975,480.60999,20.268299,55.819,2.7539999,31.686001,18,6.5110002,55.819,86.0625,31.25
1013272,2008,466.43918,0.21544583,,,,2365356,1013272,66155,NWFL,669549107,NORWOOD FINANCIAL CORP,0.01324024,67.087143,1.3822798,1.0328726,3.510087,2.4395323,504.29599,21.443199,58.689999,2.737,38.125999,43,6.677,58.689999,75.267502,27.5
1013272,2009,4795.1279,0.22718289,,,,2365356,1013272,66155,NWFL,669549107,NORWOOD FINANCIAL CORP,0.013334063,72.846741,1.067193,1.0279037,3.4075089,2.5479798,529.69598,23.2579,64.471001,2.7720001,30.802999,38,7.0630002,64.471001,79.251503,28.59
1013272,2010,1415.1858,0.23567323,38.708252,4009.7781,4048.4863,2365356,1013272,66155,NWFL,669549107,NORWOOD FINANCIAL CORP,0.013618123,73.341019,1.0533398,1.0171262,3.1451786,2.6410255,537.005,24.4485,67.697998,2.7690001,51.308998,20,7.3130002,67.697998,76.894897,27.769899
1013272,2011,249.9635,0.22619084,0,7505.5,7505.5,2365356,1013272,66155,NWFL,669549107,NORWOOD FINANCIAL CORP,0.010998573,61.53146,0.56170154,1.0032153,3.3641927,2.2399514,668.81403,26.815201,88.060997,3.2839999,26.794001,22.67,7.3559999,88.060997,90.211502,27.469999
1013272,2012,446.20795,0.23250255,0,12439.481,12439.481,2365356,1013272,66155,NWFL,669549107,NORWOOD FINANCIAL CORP,0.012498903,75.846252,0.55381352,1.0083817,3.4969544,2.549454,672.29901,28.0404,92.420998,3.296,33.696999,17.487,8.4029999,92.420998,98.056,29.75
1013272,2013,434.76126,0.21500157,0,8890.2979,8890.2979,2365356,1013272,66155,NWFL,669549107,NORWOOD FINANCIAL CORP,0.01190185,62.488613,0.80200076,1.0086604,3.8883288,2.3229966,711.23401,25.2097,91.863998,3.6440001,49.914001,23.761,8.4650002,91.863998,98.023598,26.9
1013272,2014,391.79837,0.22394302,0,5153.1929,5153.1929,2365356,1013272,66155,NWFL,669549107,NORWOOD FINANCIAL CORP,0.010759729,60.493839,0.48358759,1.0109267,3.9656844,2.0824041,711.63501,26.935301,99.041,3.677,32.806,15.089,7.6570001,99.041,106.8169,29.049999
1013272,2015,112.28804,0.2235892,,,,2365356,1013272,66155,NWFL,669549107,NORWOOD FINANCIAL CORP,0.0078720329,45.894352,0.93428582,1.0072029,3.8990891,1.5963253,750.505,27.2894,100.998,3.701,53.235001,41.125999,5.908,100.998,106.4038,28.75
1013272,2016,131.75333,0.19301599,0.90039599,1734.1627,1735.0631,2365356,1013272,66155,NWFL,669549107,NORWOOD FINANCIAL CORP,0.0060395091,53.462151,0.5834766,1.0241035,5.1630569,1.6132212,1111.183,26.7017,111.079,4.1599998,52.063999,12.748,6.711,111.079,137.8624,33.139999
1013796,2000,263.4559,0.11371639,,,,,1013796,64930,TIBB,872449202,TIB FINANCIAL CORP,0.0096103065,10.955343,0.54468882,1.0302075,5.8756394,1.0820092,439.32001,6.724,26.237,3.902,1.041,13.25,4.2220001,26.237,39.507801,10.125
1013796,2001,228.034,0.097260751,,,,,1013796,64930,TIBB,872449202,TIB FINANCIAL CORP,0.0078827189,11.743183,1.5340402,1.0370156,6.4625316,0.98682207,493.992,7.2660999,28.672001,3.9460001,5.4840002,38.5,3.8940001,28.672001,46.957401,11.9
1013796,2002,633.78387,0.099438295,1971.51,655.96863,2627.4788,2457943,1013796,64930,TIBB,872449202,TIB FINANCIAL CORP,0.0083508966,18.501226,1.2782487,1.0531595,7.6667347,1.1731913,567.005,8.3017998,33.506001,4.0359998,3.0039999,39.825001,4.7350001,33.506001,63.647701,15.77
1013796,2003,379.14169,0.10096231,1932.8182,459.35352,2392.1716,2457943,1013796,64930,TIBB,872449202,TIB FINANCIAL CORP,0.0076229125,27.162306,1.6314552,1.0945487,11.229231,1.1514331,669.29797,9.3085003,41.245998,4.4310002,2.9430001,64.348,5.1020002,41.245998,104.5273,23.59
1013796,2004,949.94403,0.11600338,1869.5354,802.04321,2671.5786,2457943,1013796,64930,TIBB,872449202,TIB FINANCIAL CORP,0.0062677478,23.221212,0.96025783,1.0915953,12.012356,0.91530198,829.32501,11.994,68.113998,5.6789999,19.947001,45.459999,5.198,68.113998,144.0762,25.370001
1013796,2005,39.569771,0.10259901,1803.271,1050.5344,2853.8054,2457943,1013796,64930,TIBB,872449202,TIB FINANCIAL CORP,0.010988133,65.294281,0.764718,1.1001738,13.847898,2.0410841,1076.0699,13.3824,77.524002,5.7930002,40.299999,18.983999,11.824,77.524002,185.3181,31.99
1013796,2006,258.86157,0.099117875,0,4551.145,4551.145,2457943,1013796,64930,TIBB,872449202,TIB FINANCIAL CORP,0.00701012,13.798313,2.1458852,1.0903183,27.984478,0.78892589,1319.093,7.3255,85.862,11.721,41.523998,142.726,9.2469997,85.862,205.00031,17.49
1013796,2007,24.914309,0.10114551,0,19931.563,19931.563,2457943,1013796,64930,TIBB,872449202,TIB FINANCIAL CORP,-0.0016757352,-1.6136212,2.9189734,1.0087706,14.466136,-0.18939216,1444.739,7.5286999,96.239998,12.783,77.921997,203,-2.421,96.239998,108.9112,8.5200005
1013796,2008,17.479925,0.084909052,0,41336.484,41336.484,2457943,1013796,64930,TIBB,872449202,TIB FINANCIAL CORP,-0.012999079,-6.4275279,2.7851694,0.98509395,11.033982,-1.4476415,1610.114,5.8178,88.194,14.458,145.573,191.75,-20.93,121.114,64.193497,4.4400001
1013796,2009,2.3027973,0.048183784,0,73939.734,73939.734,2457943,1013796,64930,TIBB,872449202,TIB FINANCIAL CORP,-0.03608992,-2.6540716,4.8358192,0.99282873,7.9870477,-4.1340675,1705.407,1.1967,21.788,14.888,110.475,158,-61.548,55.518002,9.5580997,0.64200002
1013796,2010,4.1969323,0.0443266,,,,2457943,1013796,64930,TIBB,872449202,TIB FINANCIAL CORP,-0.029737612,-91.695129,1.1381103,1.0388957,16.385618,-4.4211731,1756.866,14.9573,176.75,11.817,108.957,92.204002,-52.244999,176.75,245.08459,20.74
1013796,2011,143.73227,0.69241846,,,,2457943,1013796,64930,TIBB,872449202,TIB FINANCIAL CORP,0.013683701,2.0404859,0.13065882,0.67634135,7.7388496,0.22672065,204.623,14.3626,177.37801,12.35,0,23.176001,2.8,177.37801,111.15,9
1014133,2000,178.39871,0.090391651,,,,,1014133,64142,CCBD,20363J107,COMMUNITY CENTRAL BK CORP,0.0067284387,2.8752818,0.29865897,0.97916853,2.0349727,0.53493613,211.63901,7.0311999,18.716999,2.6619999,4.3610001,1.229,1.424,18.716999,14.3083,5.375
1014133,2001,698.96356,0.098120272,,,,,1014133,64142,CCBD,20363J107,COMMUNITY CENTRAL BK CORP,0.006918089,5.1919608,1.050105,1.0091475,2.9415128,0.61081892,235.036,7.6922998,20.476999,2.6619999,8.0749998,13.428,1.626,20.476999,22.627001,8.5
1014133,2002,868.50214,0.094848327,,,,,1014133,64142,CCBD,20363J107,COMMUNITY CENTRAL BK CORP,0.0062926756,6.4429483,2.8747008,1.010963,3.0455871,0.67891973,287.63599,8.3072004,22.146999,2.6659999,26.056,37.610001,1.8099999,22.146999,25.300301,9.4899998
1014133,2003,1024.6852,0.083251059,,,,,1014133,64142,CCBD,20363J107,COMMUNITY CENTRAL BK CORP,0.0058819256,10.826598,3.2587905,1.0400474,4.3627787,0.77332842,357.87601,8.7348003,23.775999,2.7219999,31.886,45.595001,2.105,23.775999,38.108002,14
1014133,2004,78.81102,0.074955277,,,,,1014133,64142,CCBD,20363J107,COMMUNITY CENTRAL BK CORP,0.0056367451,10.014311,3.3358212,1.0297647,4.1696987,0.77033156,391.53799,8.9322996,25.591,2.865,28.492001,56.875,2.207,25.591,37.244999,13
1014133,2005,546.02393,0.088276312,,,,,1014133,64142,CCBD,20363J107,COMMUNITY CENTRAL BK CORP,0.0066513424,11.150046,3.1010637,1.0276632,4.9615197,0.84214854,462.01199,9.7375002,35.532001,3.6489999,39.883999,70.303001,3.073,35.532001,48.312801,13.24
1014133,2006,143.64255,0.07924863,1479.688,3617.8533,5097.5415,2443526,1014133,64142,CCBD,20363J107,COMMUNITY CENTRAL BK CORP,0.0041502649,6.567102,2.9872086,1.018405,4.8009524,0.5472585,505.02802,9.5731001,36.665001,3.8299999,29.688,79.837997,2.096,36.665001,45.959999,12
1014133,2007,41.585529,0.070560411,748.98749,17571.682,18320.67,2443526,1014133,64142,CCBD,20363J107,COMMUNITY CENTRAL BK CORP,0.0013914915,1.204404,4.6572471,0.98069197,2.6043568,0.19394588,520.30499,8.9012003,33.228001,3.733,56.453999,98.296997,0.72399998,33.228001,23.1819,6.21
1014133,2008,23.640726,0.063192025,44.86557,17929.912,17974.777,2443526,1014133,64142,CCBD,20363J107,COMMUNITY CENTRAL BK CORP,-0.0035227579,-1.2081403,4.6621795,0.95914555,1.0236058,-0.52530122,556.95001,8.3920002,31.344,3.7349999,64.893997,95.457001,-1.962,34.394001,8.5901003,2.2999001
1014133,2009,5.1127801,0.042733863,7.0330763,22982.084,22989.117,2443526,1014133,64142,CCBD,20363J107,COMMUNITY CENTRAL BK CORP,-0.026915709,-5.4838638,4.8012338,0.9786517,1.160868,-3.9170458,543.84601,4.5068002,16.841999,3.737,44.105999,71.066002,-14.638,23.988001,5.2318001,1.4
1014964,2000,411.21777,0.22712547,,,,,1014964,63702,3SSFC,840468102,SOUTH STREET FINANCIAL CORP,0.0036855347,1.5104494,0.67201477,0.98504359,2.7802975,0.23016372,198.343,7.4965,23.809,3.1760001,0,16,0.73100001,23.809,20.842501,6.5625
1014964,2001,446.19873,0.20745946,,,,,1014964,63702,3SSFC,840468102,SOUTH STREET FINANCIAL CORP,0.0045816693,2.1260924,0.71162462,0.98715723,2.7567089,0.31266066,212.368,7.6764002,23.889,3.112,0,17,0.97299999,23.889,21.1616,6.8000002
1014964,2002,411.85098,0.20237371,,,,,1014964,63702,3SSFC,840468102,SOUTH STREET FINANCIAL CORP,0.0073930412,4.0001221,0.84354287,0.99294448,2.9137218,0.53406167,224.806,7.9997001,24.895,3.112,11,10,1.6619999,24.895,23.308901,7.4899998
1014964,2003,292.66153,0.20500603,,,,,1014964,63702,3SSFC,840468102,SOUTH STREET FINANCIAL CORP,0.0056505902,4.2166753,0.38990915,1.029562,3.8616052,0.40389609,220.15401,8.3268995,25.646999,3.0799999,10,0,1.244,25.646999,32.155201,10.44
1014964,2004,217.61292,0.21322444,,,,,1014964,63702,3SSFC,840468102,SOUTH STREET FINANCIAL CORP,0.0050521689,3.6085629,0,1.023446,3.6466672,0.35728347,215.55099,8.4419003,25.731001,3.0480001,0,0,1.089,25.731001,30.7848,10.1
1014964,2005,643.39276,0.19763182,,,,,1014964,63702,3SSFC,840468102,SOUTH STREET FINANCIAL CORP,0.0064958292,5.0033336,0.57758951,1.0104016,3.2922475,0.52666664,243.233,8.6567001,25.969999,3,10,5,1.58,25.969999,28.5,9.5
1014964,2006,427.00662,0.17382298,,,,,1014964,63702,3SSFC,840468102,SOUTH STREET FINANCIAL CORP,0.0046103415,4.0293565,0.39388686,1.0078142,3.2069371,0.4321489,276.98599,8.5915003,25.388,2.9549999,5,5,1.277,25.388,27.552401,9.3240004
1015328,2000,78.407326,0.055148128,,,,2260406,1015328,63781,WTFC,97650W108,WINTRUST FINANCIAL CORP,0.0053048166,20.636427,1.1954319,1.0166566,11.565259,1.2948346,2102.8059,11.8719,102.276,8.6149998,71.213997,51.049999,11.155,102.276,137.30161,15.9375
1015328,2001,706.29736,0.06282533,4901.6421,11014.566,15916.209,2260406,1015328,63781,WTFC,97650W108,WINTRUST FINANCIAL CORP,0.0068155727,58.183342,1.5267699,1.0572495,20.309008,1.9032824,2705.4221,14.5828,141.278,9.6879997,49.648998,166.05,18.438999,141.278,296.1622,30.57
1015328,2002,701.37122,0.073360533,6848.0239,8220.0313,15068.056,2260406,1015328,63781,WTFC,97650W108,WINTRUST FINANCIAL CORP,0.0074901488,50.711258,1.3507679,1.0838906,40.893791,1.6191334,3721.5549,13.1855,227.002,17.216,45.584999,261.04199,27.875,227.002,539.20508,31.32
1015328,2003,725.6095,0.083644018,5625.3135,22336.359,27961.672,2260406,1015328,63781,WTFC,97650W108,WINTRUST FINANCIAL CORP,0.0080292402,85.67337,1.1288285,1.1169355,51.907825,1.8996313,4747.3979,17.434299,349.83701,20.066,65.344002,329.56201,38.118,349.83701,904.97662,45.099998
1015328,2004,1117.17,0.093090564,5542.5288,15533.891,21076.42,2260406,1015328,63781,WTFC,97650W108,WINTRUST FINANCIAL CORP,0.0079971356,134.56599,1.6056019,1.1189852,56.748196,2.3624649,6419.0479,21.810101,473.91199,21.729,250.015,510.89899,51.334,473.91199,1237.6838,56.959999
1015328,2005,226.06161,0.097872756,8237.2451,20541.465,28778.711,2260406,1015328,63781,WTFC,97650W108,WINTRUST FINANCIAL CORP,0.0081956284,153.6769,1.1571242,1.0839485,50.114037,2.7992148,8177.042,26.2274,627.91101,23.941,128.463,598.10797,67.015999,627.91101,1314.3608,54.900002
1015328,2006,242.97897,0.10271984,14403.518,26247.488,40651.004,2260406,1015328,63781,WTFC,97650W108,WINTRUST FINANCIAL CORP,0.0069467225,125.42202,1.067027,1.0469238,40.243641,2.6118705,9571.8516,30.3773,773.34601,25.458,187.91701,637.26398,66.492996,773.34601,1222.4932,48.02
1015328,2007,269.53162,0.10601756,24876.123,49560.594,74436.719,2260406,1015328,63781,WTFC,97650W108,WINTRUST FINANCIAL CORP,0.005940211,78.693291,1.4265051,1.0039152,24.592133,2.375288,9368.8594,31.5644,739.55499,23.43,268.254,786.72498,55.653,739.55499,776.2359,33.130001
1015328,2008,115.58121,0.11401188,25884.373,112886.87,138771.25,2260406,1015328,63781,WTFC,97650W108,WINTRUST FINANCIAL CORP,0.0019222531,17.739536,1.0250223,0.97222662,15.144837,0.86239845,10658.326,32.2672,784.69897,23.757,341.77301,751.487,20.488001,1066.572,488.68149,20.57
1015328,2009,64.763771,0.12193317,7836.856,124589.94,132426.8,2260406,1015328,63781,WTFC,97650W108,WINTRUST FINANCIAL CORP,0.0059816041,92.939835,0.86850792,0.99111944,21.513762,3.018507,12215.62,34.644501,853.815,24.207001,262.92401,725.99298,73.069,1138.639,745.3335,30.790001
1015328,2010,396.76306,0.13057888,10576.286,251176.86,261753.14,2260406,1015328,63781,WTFC,97650W108,WINTRUST FINANCIAL CORP,0.0045299209,59.997616,1.1030692,0.98316532,28.955296,1.8164582,13980.156,39.770199,1386.9091,34.863998,105.513,1479.1,63.328999,1436.549,1151.5579,33.029999
1015328,2011,212.92108,0.12775376,15513.287,302907.19,318420.47,2260406,1015328,63781,WTFC,97650W108,WINTRUST FINANCIAL CORP,0.0048808316,60.480816,1.202144,0.96951127,24.310396,2.1561787,15893.808,41.512402,1493.765,35.978001,421.62201,1433.927,77.574997,1543.533,1009.1829,28.049999
1015328,2012,467.60065,0.13451962,,,,,1015328,63781,WTFC,97650W108,WINTRUST FINANCIAL CORP,0.0063469438,110.71934,0.52923828,0.98426849,30.621065,3.0168755,17519.613,44.175098,1628.299,36.858002,290.20099,664.91803,111.196,1804.705,1352.6886,36.700001
1015328,2013,1805.1903,0.13895504,74836.063,96278.195,171114.25,2260406,1015328,63781,WTFC,97650W108,WINTRUST FINANCIAL CORP,0.0075815916,137.21893,0.48530167,1.0194943,55.288658,2.9752586,18097.783,38.469299,1774.1121,46.117001,325.60901,596.75,137.21001,1900.589,2126.916,46.119999
1015328,2014,998.47339,0.14264576,31313.078,71342.133,102655.21,2260406,1015328,63781,WTFC,97650W108,WINTRUST FINANCIAL CORP,0.007565842,151.25244,0.63725674,1.0122558,52.711735,3.2346544,20010.727,41.520199,1943.355,46.805,600.11603,718.89203,151.39799,2069.822,2188.6018,46.759998
1015328,2015,407.00104,0.144237,34149.133,71987.711,106136.84,2260406,1015328,63781,WTFC,97650W108,WINTRUST FINANCIAL CORP,0.0068398071,157.19284,0.65233088,1.0107586,54.060837,3.2397537,22917.166,43.424099,2100.9871,48.382999,489.487,1044.974,156.74899,2352.2739,2347.5432,48.52
1015328,2016,3011.5898,0.14521229,28630.791,69747.375,98378.164,2260406,1015328,63781,WTFC,97650W108,WINTRUST FINANCIAL CORP,0.0080594728,289.37219,0.30006266,1.0514499,79.911453,3.9874907,25668.553,47.1147,2444.3601,51.881001,98.737,710.117,206.875,2695.6169,3765.0042,72.57
1015593,2000,1246.0054,0.1795575,,,,,1015593,64199,RIVR,768475105,RIVER VALLEY BANCORP,0.0099303024,29.643269,0.78270483,0.97976935,0.70312774,1.8527043,162.13,19.7745,17.184,0.86900002,9,4.4499998,1.61,17.184,13.904,16
1015593,2001,333.04163,0.15502435,,,,,1015593,64199,RIVR,768475105,RIVER VALLEY BANCORP,0.010312184,50.560196,1.4745979,0.99360865,0.75386924,2.4425216,191.618,22.2138,17.971001,0.80900002,22.5,4,1.976,17.971001,16.7463,20.700001
